D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2688,Abacaxi,1,Norte,1999,1999,109,Área plantada,1006,Hectares,16832
2688,Abacaxi,1,Norte,1999,1999,216,Área colhida,1006,Hectares,16088
2688,Abacaxi,1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,290098
2688,Abacaxi,1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,18031
2688,Abacaxi,1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,77060
2688,Abacaxi,2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,20267
2688,Abacaxi,2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,18672
2688,Abacaxi,2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,448465
2688,Abacaxi,2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,24018
2688,Abacaxi,2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,128753
2688,Abacaxi,3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,17869
2688,Abacaxi,3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,17867
2688,Abacaxi,3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,417139
2688,Abacaxi,3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,23346
2688,Abacaxi,3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,152134
2688,Abacaxi,4,Sul,1999,1999,109,Área plantada,1006,Hectares,875
2688,Abacaxi,4,Sul,1999,1999,216,Área colhida,1006,Hectares,872
2688,Abacaxi,4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,15279
2688,Abacaxi,4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,17521
2688,Abacaxi,4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,8452
2688,Abacaxi,5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,3612
2688,Abacaxi,5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,3418
2688,Abacaxi,5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,76176
2688,Abacaxi,5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,22286
2688,Abacaxi,5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,30054
2689,Algodão herbáceo (em caroço),1,Norte,1999,1999,109,Área plantada,1006,Hectares,1640
2689,Algodão herbáceo (em caroço),1,Norte,1999,1999,216,Área colhida,1006,Hectares,1638
2689,Algodão herbáceo (em caroço),1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,1717
2689,Algodão herbáceo (em caroço),1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1048
2689,Algodão herbáceo (em caroço),1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,780
2689,Algodão herbáceo (em caroço),2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,146516
2689,Algodão herbáceo (em caroço),2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,131292
2689,Algodão herbáceo (em caroço),2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,104750
2689,Algodão herbáceo (em caroço),2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,797
2689,Algodão herbáceo (em caroço),2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,65392
2689,Algodão herbáceo (em caroço),3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,124748
2689,Algodão herbáceo (em caroço),3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,124748
2689,Algodão herbáceo (em caroço),3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,238116
2689,Algodão herbáceo (em caroço),3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1908
2689,Algodão herbáceo (em caroço),3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,139402
2689,Algodão herbáceo (em caroço),4,Sul,1999,1999,109,Área plantada,1006,Hectares,48166
2689,Algodão herbáceo (em caroço),4,Sul,1999,1999,216,Área colhida,1006,Hectares,48166
2689,Algodão herbáceo (em caroço),4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,109157
2689,Algodão herbáceo (em caroço),4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,2266
2689,Algodão herbáceo (em caroço),4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,61892
2689,Algodão herbáceo (em caroço),5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,365252
2689,Algodão herbáceo (em caroço),5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,363469
2689,Algodão herbáceo (em caroço),5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,1023290
2689,Algodão herbáceo (em caroço),5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,2815
2689,Algodão herbáceo (em caroço),5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,623098
2690,Alho,1,Norte,1999,1999,109,Área plantada,1006,Hectares,-
2690,Alho,1,Norte,1999,1999,216,Área colhida,1006,Hectares,-
2690,Alho,1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,-
2690,Alho,1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2690,Alho,1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,-
2690,Alho,2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,1029
2690,Alho,2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,1024
2690,Alho,2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,5144
2690,Alho,2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,5023
2690,Alho,2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,7329
2690,Alho,3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,2486
2690,Alho,3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,2486
2690,Alho,3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,14288
2690,Alho,3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,5747
2690,Alho,3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,29023
2690,Alho,4,Sul,1999,1999,109,Área plantada,1006,Hectares,7154
2690,Alho,4,Sul,1999,1999,216,Área colhida,1006,Hectares,7154
2690,Alho,4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,41850
2690,Alho,4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,5849
2690,Alho,4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,97317
2690,Alho,5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,1429
2690,Alho,5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,1429
2690,Alho,5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,8505
2690,Alho,5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,5951
2690,Alho,5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,10799
2691,Amendoim (em casca),1,Norte,1999,1999,109,Área plantada,1006,Hectares,2305
2691,Amendoim (em casca),1,Norte,1999,1999,216,Área colhida,1006,Hectares,2305
2691,Amendoim (em casca),1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,3047
2691,Amendoim (em casca),1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1321
2691,Amendoim (em casca),1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,971
2691,Amendoim (em casca),2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,6510
2691,Amendoim (em casca),2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,6350
2691,Amendoim (em casca),2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,6534
2691,Amendoim (em casca),2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1028
2691,Amendoim (em casca),2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,2765
2691,Amendoim (em casca),3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,83107
2691,Amendoim (em casca),3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,83107
2691,Amendoim (em casca),3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,155339
2691,Amendoim (em casca),3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1869
2691,Amendoim (em casca),3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,56601
2691,Amendoim (em casca),4,Sul,1999,1999,109,Área plantada,1006,Hectares,8677
2691,Amendoim (em casca),4,Sul,1999,1999,216,Área colhida,1006,Hectares,8662
2691,Amendoim (em casca),4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,13418
2691,Amendoim (em casca),4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1549
2691,Amendoim (em casca),4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,8887
2691,Amendoim (em casca),5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,894
2691,Amendoim (em casca),5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,794
2691,Amendoim (em casca),5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,1083
2691,Amendoim (em casca),5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1363
2691,Amendoim (em casca),5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,618
2692,Arroz (em casca),1,Norte,1999,1999,109,Área plantada,1006,Hectares,637624
2692,Arroz (em casca),1,Norte,1999,1999,216,Área colhida,1006,Hectares,621322
2692,Arroz (em casca),1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,1126839
2692,Arroz (em casca),1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1813
2692,Arroz (em casca),1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,304655
2692,Arroz (em casca),2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,760874
2692,Arroz (em casca),2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,754293
2692,Arroz (em casca),2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,1193778
2692,Arroz (em casca),2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1582
2692,Arroz (em casca),2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,305527
2692,Arroz (em casca),3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,246039
2692,Arroz (em casca),3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,246017
2692,Arroz (em casca),3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,468311
2692,Arroz (em casca),3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1903
2692,Arroz (em casca),3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,141276
2692,Arroz (em casca),4,Sul,1999,1999,109,Área plantada,1006,Hectares,1198218
2692,Arroz (em casca),4,Sul,1999,1999,216,Área colhida,1006,Hectares,1197948
2692,Arroz (em casca),4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,6575799
2692,Arroz (em casca),4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,5489
2692,Arroz (em casca),4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,1858890
2692,Arroz (em casca),5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,1008423
2692,Arroz (em casca),5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,993686
2692,Arroz (em casca),5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,2344967
2692,Arroz (em casca),5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,2359
2692,Arroz (em casca),5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,506718
2693,Aveia (em grão),1,Norte,1999,1999,109,Área plantada,1006,Hectares,-
2693,Aveia (em grão),1,Norte,1999,1999,216,Área colhida,1006,Hectares,-
2693,Aveia (em grão),1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,-
2693,Aveia (em grão),1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2693,Aveia (em grão),1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,-
2693,Aveia (em grão),2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,-
2693,Aveia (em grão),2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,-
2693,Aveia (em grão),2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,-
2693,Aveia (em grão),2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2693,Aveia (em grão),2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,-
2693,Aveia (em grão),3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,2
2693,Aveia (em grão),3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,2
2693,Aveia (em grão),3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,2
2693,Aveia (em grão),3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1000
2693,Aveia (em grão),3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,1
2693,Aveia (em grão),4,Sul,1999,1999,109,Área plantada,1006,Hectares,209761
2693,Aveia (em grão),4,Sul,1999,1999,216,Área colhida,1006,Hectares,209261
2693,Aveia (em grão),4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,279009
2693,Aveia (em grão),4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,1333
2693,Aveia (em grão),4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,38386
2693,Aveia (em grão),5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,10200
2693,Aveia (em grão),5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,9600
2693,Aveia (em grão),5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,9047
2693,Aveia (em grão),5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,942
2693,Aveia (em grão),5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,1035
2694,Batata-doce,1,Norte,1999,1999,109,Área plantada,1006,Hectares,421
2694,Batata-doce,1,Norte,1999,1999,216,Área colhida,1006,Hectares,398
2694,Batata-doce,1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,1370
2694,Batata-doce,1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,3442
2694,Batata-doce,1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,470
2694,Batata-doce,2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,15769
2694,Batata-doce,2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,15559
2694,Batata-doce,2,Nordeste,1999,1999,214,Quantidade produzida,1017,Toneladas,126228
2694,Batata-doce,2,Nordeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,8112
2694,Batata-doce,2,Nordeste,1999,1999,215,Valor da produção,40,Mil Reais,26113
2694,Batata-doce,3,Sudeste,1999,1999,109,Área plantada,1006,Hectares,5853
2694,Batata-doce,3,Sudeste,1999,1999,216,Área colhida,1006,Hectares,5853
2694,Batata-doce,3,Sudeste,1999,1999,214,Quantidade produzida,1017,Toneladas,82004
2694,Batata-doce,3,Sudeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,14010
2694,Batata-doce,3,Sudeste,1999,1999,215,Valor da produção,40,Mil Reais,24205
2694,Batata-doce,4,Sul,1999,1999,109,Área plantada,1006,Hectares,21049
2694,Batata-doce,4,Sul,1999,1999,216,Área colhida,1006,Hectares,21046
2694,Batata-doce,4,Sul,1999,1999,214,Quantidade produzida,1017,Toneladas,258558
2694,Batata-doce,4,Sul,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,12285
2694,Batata-doce,4,Sul,1999,1999,215,Valor da produção,40,Mil Reais,71339
2694,Batata-doce,5,Centro-Oeste,1999,1999,109,Área plantada,1006,Hectares,302
2694,Batata-doce,5,Centro-Oeste,1999,1999,216,Área colhida,1006,Hectares,302
2694,Batata-doce,5,Centro-Oeste,1999,1999,214,Quantidade produzida,1017,Toneladas,4262
2694,Batata-doce,5,Centro-Oeste,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,14112
2694,Batata-doce,5,Centro-Oeste,1999,1999,215,Valor da produção,40,Mil Reais,1348
2695,Batata-inglesa,1,Norte,1999,1999,109,Área plantada,1006,Hectares,-
2695,Batata-inglesa,1,Norte,1999,1999,216,Área colhida,1006,Hectares,-
2695,Batata-inglesa,1,Norte,1999,1999,214,Quantidade produzida,1017,Toneladas,-
2695,Batata-inglesa,1,Norte,1999,1999,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2695,Batata-inglesa,1,Norte,1999,1999,215,Valor da produção,40,Mil Reais,-
2695,Batata-inglesa,2,Nordeste,1999,1999,109,Área plantada,1006,Hectares,2196
2695,Batata-inglesa,2,Nordeste,1999,1999,216,Área colhida,1006,Hectares,2156
