D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2688,Abacaxi,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,61992
2688,Abacaxi,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,61787
2688,Abacaxi,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,1528313
2688,Abacaxi,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,24735
2688,Abacaxi,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,814309
2689,Algodão herbáceo (em caroço),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,1265618
2689,Algodão herbáceo (em caroço),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,1258308
2689,Algodão herbáceo (em caroço),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,3666160
2689,Algodão herbáceo (em caroço),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,2913
2689,Algodão herbáceo (em caroço),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,6072514
2690,Alho,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,10362
2690,Alho,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,10362
2690,Alho,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,86199
2690,Alho,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,8318
2690,Alho,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,231203
2691,Amendoim (em casca),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,136429
2691,Amendoim (em casca),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,136048
2691,Amendoim (em casca),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,315239
2691,Amendoim (em casca),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,2317
2691,Amendoim (em casca),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,281708
2692,Arroz (em casca),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,3999315
2692,Arroz (em casca),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,3915855
2692,Arroz (em casca),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,13192863
2692,Arroz (em casca),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,3369
2692,Arroz (em casca),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,5014251
2693,Aveia (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,369961
2693,Aveia (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,367921
2693,Aveia (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,522428
2693,Aveia (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1419
2693,Aveia (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,152305
2694,Batata-doce,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,45332
2694,Batata-doce,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,45311
2694,Batata-doce,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,513646
2694,Batata-doce,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,11336
2694,Batata-doce,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,209319
2695,Batata-inglesa,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,142623
2695,Batata-inglesa,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,142219
2695,Batata-inglesa,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,3130174
2695,Batata-inglesa,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,22009
2695,Batata-inglesa,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,1879496
2696,Cana-de-açúcar,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,5815151
2696,Cana-de-açúcar,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,5805518
2696,Cana-de-açúcar,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,422956646
2696,Cana-de-açúcar,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,72854
2696,Cana-de-açúcar,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,13148658
2697,Cebola,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,58499
2697,Cebola,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,58388
2697,Cebola,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,1137684
2697,Cebola,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,19484
2697,Cebola,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,491347
2698,Centeio (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,4683
2698,Centeio (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,4543
2698,Centeio (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,6109
2698,Centeio (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1344
2698,Centeio (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,2356
2699,Cevada (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,144511
2699,Cevada (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,144511
2699,Cevada (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,326251
2699,Cevada (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,2257
2699,Cevada (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,113045
2700,Ervilha (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,2061
2700,Ervilha (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,2061
2700,Ervilha (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,5674
2700,Ervilha (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,2753
2700,Ervilha (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,6133
2701,Fava (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,35172
2701,Fava (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,34452
2701,Fava (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,13181
2701,Fava (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,382
2701,Fava (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,16837
2702,Feijão (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,3965847
2702,Feijão (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,3748656
2702,Feijão (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,3021641
2702,Feijão (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,806
2702,Feijão (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,3475946
2703,Fumo (em folha),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,494318
2703,Fumo (em folha),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,493761
2703,Fumo (em folha),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,889426
2703,Fumo (em folha),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1801
2703,Fumo (em folha),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,3545303
109179,Girassol (em grão),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,48668
109179,Girassol (em grão),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,47792
109179,Girassol (em grão),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,60735
109179,Girassol (em grão),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1270
109179,Girassol (em grão),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,36023
2704,Juta (fibra),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,4183
2704,Juta (fibra),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,4168
2704,Juta (fibra),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,5936
2704,Juta (fibra),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1424
2704,Juta (fibra),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,4105
2705,Linho (semente),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,21914
2705,Linho (semente),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,21914
2705,Linho (semente),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,15819
2705,Linho (semente),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,721
2705,Linho (semente),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,9218
2706,Malva (fibra),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,12628
2706,Malva (fibra),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,12489
2706,Malva (fibra),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,20164
2706,Malva (fibra),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,1614
2706,Malva (fibra),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,15760
2707,Mamona (baga),1,Brasil,2005,2005,109,Área plantada,1006,Hectares,242057
2707,Mamona (baga),1,Brasil,2005,2005,216,Área colhida,1006,Hectares,230911
2707,Mamona (baga),1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,168802
2707,Mamona (baga),1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,731
2707,Mamona (baga),1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,96440
2708,Mandioca,1,Brasil,2005,2005,109,Área plantada,1006,Hectares,1929672
2708,Mandioca,1,Brasil,2005,2005,216,Área colhida,1006,Hectares,1901535
2708,Mandioca,1,Brasil,2005,2005,214,Quantidade produzida,1017,Toneladas,25872015
2708,Mandioca,1,Brasil,2005,2005,112,Rendimento médio da produção,33,Quilogramas por Hectare,13605
2708,Mandioca,1,Brasil,2005,2005,215,Valor da produção,40,Mil Reais,4081973
