D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2688,Abacaxi,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,68495
2688,Abacaxi,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,66845
2688,Abacaxi,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,1707088
2688,Abacaxi,1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,25538
2688,Abacaxi,1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,853248
2689,Algodão herbáceo (em caroço),1,Brasil,2006,2006,109,Área plantada,1006,Hectares,910382
2689,Algodão herbáceo (em caroço),1,Brasil,2006,2006,216,Área colhida,1006,Hectares,898008
2689,Algodão herbáceo (em caroço),1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,2898721
2689,Algodão herbáceo (em caroço),1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,3227
2689,Algodão herbáceo (em caroço),1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,2831274
2690,Alho,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,10490
2690,Alho,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,10486
2690,Alho,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,87779
2690,Alho,1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,8371
2690,Alho,1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,291396
2691,Amendoim (em casca),1,Brasil,2006,2006,109,Área plantada,1006,Hectares,111623
2691,Amendoim (em casca),1,Brasil,2006,2006,216,Área colhida,1006,Hectares,110777
2691,Amendoim (em casca),1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,249916
2691,Amendoim (em casca),1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,2256
2691,Amendoim (em casca),1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,200820
2692,Arroz (em casca),1,Brasil,2006,2006,109,Área plantada,1006,Hectares,3010169
2692,Arroz (em casca),1,Brasil,2006,2006,216,Área colhida,1006,Hectares,2970918
2692,Arroz (em casca),1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,11526685
2692,Arroz (em casca),1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,3879
2692,Arroz (em casca),1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,4305559
2693,Aveia (em grão),1,Brasil,2006,2006,109,Área plantada,1006,Hectares,341884
2693,Aveia (em grão),1,Brasil,2006,2006,216,Área colhida,1006,Hectares,323998
2693,Aveia (em grão),1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,405657
2693,Aveia (em grão),1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,1252
2693,Aveia (em grão),1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,135622
2694,Batata-doce,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,44406
2694,Batata-doce,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,44357
2694,Batata-doce,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,518541
2694,Batata-doce,1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,11690
2694,Batata-doce,1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,230768
2695,Batata-inglesa,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,140843
2695,Batata-inglesa,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,140826
2695,Batata-inglesa,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,3151721
2695,Batata-inglesa,1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,22380
2695,Batata-inglesa,1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,1884057
2696,Cana-de-açúcar,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,6390474
2696,Cana-de-açúcar,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,6355498
2696,Cana-de-açúcar,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,477410655
2696,Cana-de-açúcar,1,Brasil,2006,2006,112,Rendimento médio da produção,33,Quilogramas por Hectare,75117
2696,Cana-de-açúcar,1,Brasil,2006,2006,215,Valor da produção,40,Mil Reais,17653323
2697,Cebola,1,Brasil,2006,2006,109,Área plantada,1006,Hectares,63364
2697,Cebola,1,Brasil,2006,2006,216,Área colhida,1006,Hectares,63314
2697,Cebola,1,Brasil,2006,2006,214,Quantidade produzida,1017,Toneladas,1345905
