D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2688,Abacaxi,11,Rondônia,1998,1998,109,Área plantada,1006,Hectares,243
2688,Abacaxi,11,Rondônia,1998,1998,216,Área colhida,1006,Hectares,243
2688,Abacaxi,11,Rondônia,1998,1998,214,Quantidade produzida,1017,Toneladas,1363
2688,Abacaxi,11,Rondônia,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,5609
2688,Abacaxi,11,Rondônia,1998,1998,215,Valor da produção,40,Mil Reais,677
2688,Abacaxi,12,Acre,1998,1998,109,Área plantada,1006,Hectares,158
2688,Abacaxi,12,Acre,1998,1998,216,Área colhida,1006,Hectares,158
2688,Abacaxi,12,Acre,1998,1998,214,Quantidade produzida,1017,Toneladas,2251
2688,Abacaxi,12,Acre,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,14246
2688,Abacaxi,12,Acre,1998,1998,215,Valor da produção,40,Mil Reais,1079
2688,Abacaxi,13,Amazonas,1998,1998,109,Área plantada,1006,Hectares,3639
2688,Abacaxi,13,Amazonas,1998,1998,216,Área colhida,1006,Hectares,3586
2688,Abacaxi,13,Amazonas,1998,1998,214,Quantidade produzida,1017,Toneladas,11497
2688,Abacaxi,13,Amazonas,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,3206
2688,Abacaxi,13,Amazonas,1998,1998,215,Valor da produção,40,Mil Reais,2455
2688,Abacaxi,14,Roraima,1998,1998,109,Área plantada,1006,Hectares,78
2688,Abacaxi,14,Roraima,1998,1998,216,Área colhida,1006,Hectares,64
2688,Abacaxi,14,Roraima,1998,1998,214,Quantidade produzida,1017,Toneladas,320
2688,Abacaxi,14,Roraima,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,5000
2688,Abacaxi,14,Roraima,1998,1998,215,Valor da produção,40,Mil Reais,288
2688,Abacaxi,15,Pará,1998,1998,109,Área plantada,1006,Hectares,10137
2688,Abacaxi,15,Pará,1998,1998,216,Área colhida,1006,Hectares,10091
2688,Abacaxi,15,Pará,1998,1998,214,Quantidade produzida,1017,Toneladas,225155
2688,Abacaxi,15,Pará,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,22312
2688,Abacaxi,15,Pará,1998,1998,215,Valor da produção,40,Mil Reais,52563
2688,Abacaxi,16,Amapá,1998,1998,109,Área plantada,1006,Hectares,371
2688,Abacaxi,16,Amapá,1998,1998,216,Área colhida,1006,Hectares,355
2688,Abacaxi,16,Amapá,1998,1998,214,Quantidade produzida,1017,Toneladas,1775
2688,Abacaxi,16,Amapá,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,5000
2688,Abacaxi,16,Amapá,1998,1998,215,Valor da produção,40,Mil Reais,1259
2688,Abacaxi,17,Tocantins,1998,1998,109,Área plantada,1006,Hectares,1893
2688,Abacaxi,17,Tocantins,1998,1998,216,Área colhida,1006,Hectares,1343
2688,Abacaxi,17,Tocantins,1998,1998,214,Quantidade produzida,1017,Toneladas,28520
2688,Abacaxi,17,Tocantins,1998,1998,112,Rendimento médio da produção,33,Quilogramas por Hectare,21236
