D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2717,Abacate,11,Rondônia,2007,2007,2313,Área destinada à colheita,1006,Hectares,59
2717,Abacate,11,Rondônia,2007,2007,216,Área colhida,1006,Hectares,54
2717,Abacate,11,Rondônia,2007,2007,214,Quantidade produzida,1017,Toneladas,639
2717,Abacate,11,Rondônia,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,11833
2717,Abacate,11,Rondônia,2007,2007,215,Valor da produção,40,Mil Reais,240
2717,Abacate,12,Acre,2007,2007,2313,Área destinada à colheita,1006,Hectares,60
2717,Abacate,12,Acre,2007,2007,216,Área colhida,1006,Hectares,60
2717,Abacate,12,Acre,2007,2007,214,Quantidade produzida,1017,Toneladas,342
2717,Abacate,12,Acre,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,5700
2717,Abacate,12,Acre,2007,2007,215,Valor da produção,40,Mil Reais,246
2717,Abacate,13,Amazonas,2007,2007,2313,Área destinada à colheita,1006,Hectares,455
2717,Abacate,13,Amazonas,2007,2007,216,Área colhida,1006,Hectares,455
2717,Abacate,13,Amazonas,2007,2007,214,Quantidade produzida,1017,Toneladas,4292
2717,Abacate,13,Amazonas,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,9432
2717,Abacate,13,Amazonas,2007,2007,215,Valor da produção,40,Mil Reais,1433
2717,Abacate,14,Roraima,2007,2007,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,14,Roraima,2007,2007,216,Área colhida,1006,Hectares,-
2717,Abacate,14,Roraima,2007,2007,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,14,Roraima,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,14,Roraima,2007,2007,215,Valor da produção,40,Mil Reais,-
2717,Abacate,15,Pará,2007,2007,2313,Área destinada à colheita,1006,Hectares,34
2717,Abacate,15,Pará,2007,2007,216,Área colhida,1006,Hectares,34
2717,Abacate,15,Pará,2007,2007,214,Quantidade produzida,1017,Toneladas,741
2717,Abacate,15,Pará,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,21794
2717,Abacate,15,Pará,2007,2007,215,Valor da produção,40,Mil Reais,236
2717,Abacate,16,Amapá,2007,2007,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,16,Amapá,2007,2007,216,Área colhida,1006,Hectares,-
2717,Abacate,16,Amapá,2007,2007,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,16,Amapá,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,16,Amapá,2007,2007,215,Valor da produção,40,Mil Reais,-
2717,Abacate,17,Tocantins,2007,2007,2313,Área destinada à colheita,1006,Hectares,105
2717,Abacate,17,Tocantins,2007,2007,216,Área colhida,1006,Hectares,105
2717,Abacate,17,Tocantins,2007,2007,214,Quantidade produzida,1017,Toneladas,704
2717,Abacate,17,Tocantins,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,6704
2717,Abacate,17,Tocantins,2007,2007,215,Valor da produção,40,Mil Reais,324
2717,Abacate,21,Maranhão,2007,2007,2313,Área destinada à colheita,1006,Hectares,18
2717,Abacate,21,Maranhão,2007,2007,216,Área colhida,1006,Hectares,18
2717,Abacate,21,Maranhão,2007,2007,214,Quantidade produzida,1017,Toneladas,112
2717,Abacate,21,Maranhão,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,6222
2717,Abacate,21,Maranhão,2007,2007,215,Valor da produção,40,Mil Reais,66
2717,Abacate,22,Piauí,2007,2007,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,22,Piauí,2007,2007,216,Área colhida,1006,Hectares,-
2717,Abacate,22,Piauí,2007,2007,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,22,Piauí,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,22,Piauí,2007,2007,215,Valor da produção,40,Mil Reais,-
2717,Abacate,23,Ceará,2007,2007,2313,Área destinada à colheita,1006,Hectares,498
2717,Abacate,23,Ceará,2007,2007,216,Área colhida,1006,Hectares,498
2717,Abacate,23,Ceará,2007,2007,214,Quantidade produzida,1017,Toneladas,4706
2717,Abacate,23,Ceará,2007,2007,112,Rendimento médio da produção,33,Quilogramas por Hectare,9449
2717,Abacate,23,Ceará,2007,2007,215,Valor da produção,40,Mil Reais,2160
