D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2717,Abacate,11,Rondônia,2008,2008,2313,Área destinada à colheita,1006,Hectares,63
2717,Abacate,11,Rondônia,2008,2008,216,Área colhida,1006,Hectares,63
2717,Abacate,11,Rondônia,2008,2008,214,Quantidade produzida,1017,Toneladas,704
2717,Abacate,11,Rondônia,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,11174
2717,Abacate,11,Rondônia,2008,2008,215,Valor da produção,40,Mil Reais,273
2717,Abacate,12,Acre,2008,2008,2313,Área destinada à colheita,1006,Hectares,61
2717,Abacate,12,Acre,2008,2008,216,Área colhida,1006,Hectares,61
2717,Abacate,12,Acre,2008,2008,214,Quantidade produzida,1017,Toneladas,343
2717,Abacate,12,Acre,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,5622
2717,Abacate,12,Acre,2008,2008,215,Valor da produção,40,Mil Reais,279
2717,Abacate,13,Amazonas,2008,2008,2313,Área destinada à colheita,1006,Hectares,196
2717,Abacate,13,Amazonas,2008,2008,216,Área colhida,1006,Hectares,173
2717,Abacate,13,Amazonas,2008,2008,214,Quantidade produzida,1017,Toneladas,857
2717,Abacate,13,Amazonas,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,4953
2717,Abacate,13,Amazonas,2008,2008,215,Valor da produção,40,Mil Reais,362
2717,Abacate,14,Roraima,2008,2008,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,14,Roraima,2008,2008,216,Área colhida,1006,Hectares,-
2717,Abacate,14,Roraima,2008,2008,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,14,Roraima,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,14,Roraima,2008,2008,215,Valor da produção,40,Mil Reais,-
2717,Abacate,15,Pará,2008,2008,2313,Área destinada à colheita,1006,Hectares,42
2717,Abacate,15,Pará,2008,2008,216,Área colhida,1006,Hectares,42
2717,Abacate,15,Pará,2008,2008,214,Quantidade produzida,1017,Toneladas,825
2717,Abacate,15,Pará,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,19642
2717,Abacate,15,Pará,2008,2008,215,Valor da produção,40,Mil Reais,264
2717,Abacate,16,Amapá,2008,2008,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,16,Amapá,2008,2008,216,Área colhida,1006,Hectares,-
2717,Abacate,16,Amapá,2008,2008,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,16,Amapá,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,16,Amapá,2008,2008,215,Valor da produção,40,Mil Reais,-
2717,Abacate,17,Tocantins,2008,2008,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,17,Tocantins,2008,2008,216,Área colhida,1006,Hectares,-
2717,Abacate,17,Tocantins,2008,2008,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,17,Tocantins,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,17,Tocantins,2008,2008,215,Valor da produção,40,Mil Reais,-
2717,Abacate,21,Maranhão,2008,2008,2313,Área destinada à colheita,1006,Hectares,598
2717,Abacate,21,Maranhão,2008,2008,216,Área colhida,1006,Hectares,598
2717,Abacate,21,Maranhão,2008,2008,214,Quantidade produzida,1017,Toneladas,7058
2717,Abacate,21,Maranhão,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,11802
2717,Abacate,21,Maranhão,2008,2008,215,Valor da produção,40,Mil Reais,5314
2717,Abacate,22,Piauí,2008,2008,2313,Área destinada à colheita,1006,Hectares,8
2717,Abacate,22,Piauí,2008,2008,216,Área colhida,1006,Hectares,8
2717,Abacate,22,Piauí,2008,2008,214,Quantidade produzida,1017,Toneladas,56
2717,Abacate,22,Piauí,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,7000
2717,Abacate,22,Piauí,2008,2008,215,Valor da produção,40,Mil Reais,56
2717,Abacate,23,Ceará,2008,2008,2313,Área destinada à colheita,1006,Hectares,497
2717,Abacate,23,Ceará,2008,2008,216,Área colhida,1006,Hectares,497
2717,Abacate,23,Ceará,2008,2008,214,Quantidade produzida,1017,Toneladas,4520
2717,Abacate,23,Ceará,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,9094
2717,Abacate,23,Ceará,2008,2008,215,Valor da produção,40,Mil Reais,2426
2717,Abacate,24,Rio Grande do Norte,2008,2008,2313,Área destinada à colheita,1006,Hectares,171
2717,Abacate,24,Rio Grande do Norte,2008,2008,216,Área colhida,1006,Hectares,171
2717,Abacate,24,Rio Grande do Norte,2008,2008,214,Quantidade produzida,1017,Toneladas,1855
2717,Abacate,24,Rio Grande do Norte,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,10847
2717,Abacate,24,Rio Grande do Norte,2008,2008,215,Valor da produção,40,Mil Reais,570
2717,Abacate,25,Paraíba,2008,2008,2313,Área destinada à colheita,1006,Hectares,88
2717,Abacate,25,Paraíba,2008,2008,216,Área colhida,1006,Hectares,88
2717,Abacate,25,Paraíba,2008,2008,214,Quantidade produzida,1017,Toneladas,710
2717,Abacate,25,Paraíba,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,8068
2717,Abacate,25,Paraíba,2008,2008,215,Valor da produção,40,Mil Reais,232
2717,Abacate,26,Pernambuco,2008,2008,2313,Área destinada à colheita,1006,Hectares,125
2717,Abacate,26,Pernambuco,2008,2008,216,Área colhida,1006,Hectares,122
2717,Abacate,26,Pernambuco,2008,2008,214,Quantidade produzida,1017,Toneladas,964
2717,Abacate,26,Pernambuco,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,7901
2717,Abacate,26,Pernambuco,2008,2008,215,Valor da produção,40,Mil Reais,237
2717,Abacate,27,Alagoas,2008,2008,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,27,Alagoas,2008,2008,216,Área colhida,1006,Hectares,-
2717,Abacate,27,Alagoas,2008,2008,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,27,Alagoas,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,27,Alagoas,2008,2008,215,Valor da produção,40,Mil Reais,-
2717,Abacate,28,Sergipe,2008,2008,2313,Área destinada à colheita,1006,Hectares,-
2717,Abacate,28,Sergipe,2008,2008,216,Área colhida,1006,Hectares,-
2717,Abacate,28,Sergipe,2008,2008,214,Quantidade produzida,1017,Toneladas,-
2717,Abacate,28,Sergipe,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2717,Abacate,28,Sergipe,2008,2008,215,Valor da produção,40,Mil Reais,-
2717,Abacate,29,Bahia,2008,2008,2313,Área destinada à colheita,1006,Hectares,15
2717,Abacate,29,Bahia,2008,2008,216,Área colhida,1006,Hectares,15
2717,Abacate,29,Bahia,2008,2008,214,Quantidade produzida,1017,Toneladas,240
2717,Abacate,29,Bahia,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,16000
2717,Abacate,29,Bahia,2008,2008,215,Valor da produção,40,Mil Reais,480
