D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2717,Abacate,1,Norte,2001,2001,2313,Área destinada à colheita,1006,Hectares,869
2717,Abacate,1,Norte,2001,2001,216,Área colhida,1006,Hectares,843
2717,Abacate,1,Norte,2001,2001,214,Quantidade produzida,1017,Toneladas,6303
2717,Abacate,1,Norte,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,7476
2717,Abacate,1,Norte,2001,2001,215,Valor da produção,40,Mil Reais,1568
2717,Abacate,2,Nordeste,2001,2001,2313,Área destinada à colheita,1006,Hectares,983
2717,Abacate,2,Nordeste,2001,2001,216,Área colhida,1006,Hectares,976
2717,Abacate,2,Nordeste,2001,2001,214,Quantidade produzida,1017,Toneladas,8249
2717,Abacate,2,Nordeste,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,8451
2717,Abacate,2,Nordeste,2001,2001,215,Valor da produção,40,Mil Reais,1538
2717,Abacate,3,Sudeste,2001,2001,2313,Área destinada à colheita,1006,Hectares,7452
2717,Abacate,3,Sudeste,2001,2001,216,Área colhida,1006,Hectares,7332
2717,Abacate,3,Sudeste,2001,2001,214,Quantidade produzida,1017,Toneladas,106160
2717,Abacate,3,Sudeste,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,14478
2717,Abacate,3,Sudeste,2001,2001,215,Valor da produção,40,Mil Reais,90953
2717,Abacate,4,Sul,2001,2001,2313,Área destinada à colheita,1006,Hectares,2554
2717,Abacate,4,Sul,2001,2001,216,Área colhida,1006,Hectares,2548
2717,Abacate,4,Sul,2001,2001,214,Quantidade produzida,1017,Toneladas,31343
2717,Abacate,4,Sul,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,12301
2717,Abacate,4,Sul,2001,2001,215,Valor da produção,40,Mil Reais,8989
2717,Abacate,5,Centro-Oeste,2001,2001,2313,Área destinada à colheita,1006,Hectares,149
2717,Abacate,5,Centro-Oeste,2001,2001,216,Área colhida,1006,Hectares,136
2717,Abacate,5,Centro-Oeste,2001,2001,214,Quantidade produzida,1017,Toneladas,2169
2717,Abacate,5,Centro-Oeste,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,15948
2717,Abacate,5,Centro-Oeste,2001,2001,215,Valor da produção,40,Mil Reais,1018
2718,Algodão arbóreo (em caroço),1,Norte,2001,2001,2313,Área destinada à colheita,1006,Hectares,-
2718,Algodão arbóreo (em caroço),1,Norte,2001,2001,216,Área colhida,1006,Hectares,-
2718,Algodão arbóreo (em caroço),1,Norte,2001,2001,214,Quantidade produzida,1017,Toneladas,-
2718,Algodão arbóreo (em caroço),1,Norte,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,-
2718,Algodão arbóreo (em caroço),1,Norte,2001,2001,215,Valor da produção,40,Mil Reais,-
2718,Algodão arbóreo (em caroço),2,Nordeste,2001,2001,2313,Área destinada à colheita,1006,Hectares,9270
2718,Algodão arbóreo (em caroço),2,Nordeste,2001,2001,216,Área colhida,1006,Hectares,8607
2718,Algodão arbóreo (em caroço),2,Nordeste,2001,2001,214,Quantidade produzida,1017,Toneladas,2762
2718,Algodão arbóreo (em caroço),2,Nordeste,2001,2001,112,Rendimento médio da produção,33,Quilogramas por Hectare,320
2718,Algodão arbóreo (em caroço),2,Nordeste,2001,2001,215,Valor da produção,40,Mil Reais,1347
