D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,MC,MN,V
2688,Abacaxi,11,Rondônia,2008,2008,109,Área plantada,1006,Hectares,687
2688,Abacaxi,11,Rondônia,2008,2008,216,Área colhida,1006,Hectares,687
2688,Abacaxi,11,Rondônia,2008,2008,214,Quantidade produzida,1017,Toneladas,16784
2688,Abacaxi,11,Rondônia,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,24430
2688,Abacaxi,11,Rondônia,2008,2008,215,Valor da produção,40,Mil Reais,11459
2688,Abacaxi,12,Acre,2008,2008,109,Área plantada,1006,Hectares,313
2688,Abacaxi,12,Acre,2008,2008,216,Área colhida,1006,Hectares,310
2688,Abacaxi,12,Acre,2008,2008,214,Quantidade produzida,1017,Toneladas,3582
2688,Abacaxi,12,Acre,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,11554
2688,Abacaxi,12,Acre,2008,2008,215,Valor da produção,40,Mil Reais,4726
2688,Abacaxi,13,Amazonas,2008,2008,109,Área plantada,1006,Hectares,2474
2688,Abacaxi,13,Amazonas,2008,2008,216,Área colhida,1006,Hectares,2473
2688,Abacaxi,13,Amazonas,2008,2008,214,Quantidade produzida,1017,Toneladas,22468
2688,Abacaxi,13,Amazonas,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,9085
2688,Abacaxi,13,Amazonas,2008,2008,215,Valor da produção,40,Mil Reais,25090
2688,Abacaxi,14,Roraima,2008,2008,109,Área plantada,1006,Hectares,201
2688,Abacaxi,14,Roraima,2008,2008,216,Área colhida,1006,Hectares,130
2688,Abacaxi,14,Roraima,2008,2008,214,Quantidade produzida,1017,Toneladas,911
2688,Abacaxi,14,Roraima,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,7007
2688,Abacaxi,14,Roraima,2008,2008,215,Valor da produção,40,Mil Reais,1157
2688,Abacaxi,15,Pará,2008,2008,109,Área plantada,1006,Hectares,10358
2688,Abacaxi,15,Pará,2008,2008,216,Área colhida,1006,Hectares,10358
2688,Abacaxi,15,Pará,2008,2008,214,Quantidade produzida,1017,Toneladas,261347
2688,Abacaxi,15,Pará,2008,2008,112,Rendimento médio da produção,33,Quilogramas por Hectare,25231
2688,Abacaxi,15,Pará,2008,2008,215,Valor da produção,40,Mil Reais,112268
